"superkingdom","phylum","class","order","family","genus","species"
"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Reoviridae","Phytoreovirus","Rice gall dwarf virus"
"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Reoviridae","Phytoreovirus","Wound tumor virus"
"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Reoviridae","Fijivirus","Maize rough dwarf virus"
"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Reoviridae","Fijivirus","Rice black streaked dwarf virus"
"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Reoviridae","Phytoreovirus","Rice dwarf virus"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Totiviridae","Totivirus","Saccharomyces cerevisiae virus L-A"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Barmah Forest virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Middelburg virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Ross River virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Semliki Forest virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Sindbis virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Venezuelan equine encephalitis virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Western equine encephalitis virus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Dengue virus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Dengue virus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Dengue virus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Dengue virus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Japanese encephalitis virus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","West Nile virus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Murray Valley encephalitis virus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Saint Louis encephalitis virus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","West Nile virus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Yellow fever virus"
"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Morbillivirus","Rinderpest morbillivirus"
"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Vesiculovirus","Piry vesiculovirus"
"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Vesiculovirus","Indiana vesiculovirus"
"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Novirhabdovirus","Salmonid novirhabdovirus"
"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Ephemerovirus","Bovine fever ephemerovirus"
"Viruses","Negarnaviricota","Insthoviricetes","Articulavirales","Orthomyxoviridae","Gammainfluenzavirus","Influenza C virus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","Maguari orthobunyavirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","La Crosse orthobunyavirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","Aino orthobunyavirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Phenuiviridae","Phlebovirus","Rift Valley fever phlebovirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Tospoviridae","Orthotospovirus","Impatiens necrotic spot orthotospovirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Arenaviridae","Mammarenavirus","Lymphocytic choriomeningitis mammarenavirus"
"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Reticuloendotheliosis virus"
"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Caprine arthritis encephalitis virus"
"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Ovine lentivirus"
"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Equine infectious anemia virus"
"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 1"
"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Human immunodeficiency virus 2"
"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Snyder-Theilen feline sarcoma virus"
"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Harvey murine sarcoma virus"
"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Kirsten murine sarcoma virus"
"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Spleen focus-forming virus"
"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","RD114 retrovirus"
"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Betaretrovirus","Mason-Pfizer monkey virus"
"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Betaretrovirus","Squirrel monkey retrovirus"
"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Alpharetrovirus","Avian myeloblastosis virus"
"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Alpharetrovirus","Avian myelocytomatosis virus"
"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Alpharetrovirus","Avian sarcoma virus CT10"
"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Alpharetrovirus","Rous sarcoma virus"
"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Alpharetrovirus","Avian carcinoma virus"
"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Gammaretrovirus","Woolly monkey sarcoma virus"
"Viruses","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae","Alphacarmovirus","Carnation mottle virus"
"Viruses","Lenarviricota","Allassoviricetes","Levivirales","Leviviridae","Levivirus","Pseudomonas phage PRR1"
"Viruses","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae","Luteovirus","Bean leafroll virus"
"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Polerovirus","Beet western yellows virus"
"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Polerovirus","Potato leafroll virus"
"Viruses","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae","Alphanecrovirus","Tobacco necrosis virus A"
"Viruses","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae","Betanecrovirus","Tobacco necrosis virus D"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Dicistroviridae","Cripavirus","Cricket paralysis virus"
"Viruses","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae","Tombusvirus","Artichoke mottled crinkle virus"
"Viruses","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae","Tombusvirus","Cucumber necrosis virus"
"Viruses","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae","Tombusvirus","Cymbidium ringspot virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Tymoviridae","Tymovirus","Belladonna mottle virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Tymoviridae","Tymovirus","Cacao yellow mosaic virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Tymoviridae","Tymovirus","Erysimum latent virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Tymoviridae","Tymovirus","Clitoria yellow vein virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Closteroviridae","Closterovirus","Beet yellows virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Closteroviridae","Closterovirus","Citrus tristeza virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Carlavirus","Carnation latent virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Carlavirus","Chrysanthemum virus B"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Carlavirus","Potato virus M"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Carlavirus","Potato virus S"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Carlavirus","Helenium virus S"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Carlavirus","Lily symptomless virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Alphaflexiviridae","Potexvirus","Strawberry mild yellow edge virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Alphaflexiviridae","Potexvirus","Lily virus X"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Clover yellow vein virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Gloriosa stripe mosaic virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Maize dwarf mosaic virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Pepper mottle virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Potato virus A"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Potato virus Y"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Tobacco etch virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Tobacco vein mottling virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Tulip breaking virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Virgaviridae","Tobamovirus","Odontoglossum ringspot virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Virgaviridae","Tobamovirus","Tomato mosaic virus"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Secoviridae","Comovirus","Red clover mottle virus"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Secoviridae","Comovirus","Cowpea mosaic virus"
"Viruses","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae","Dianthovirus","Red clover necrotic mosaic virus"
"Viruses","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae","Dianthovirus","Carnation ringspot virus"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Secoviridae","Nepovirus","Grapevine fanleaf virus"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Secoviridae","Nepovirus","Tomato ringspot virus"
"Viruses","Kitrinoviricota","Magsaviricetes","Nodamuvirales","Nodaviridae","Alphanodavirus","Black beetle virus"
"Viruses","Kitrinoviricota","Magsaviricetes","Nodamuvirales","Nodaviridae","Alphanodavirus","Flock House virus"
"Viruses","Kitrinoviricota","Magsaviricetes","Nodamuvirales","Nodaviridae","Alphanodavirus","Nodamura virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Virgaviridae","Tobravirus","Pea early-browning virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Virgaviridae","Tobravirus","Tobacco rattle virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Bromoviridae","Bromovirus","Broad bean mottle virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Bromoviridae","Cucumovirus","Tomato aspermy virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Bromoviridae","Ilarvirus","Tobacco streak virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Virgaviridae","Hordeivirus","Barley stripe mosaic virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Virgaviridae","Hordeivirus","Poa semilatent virus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Phenuiviridae","Tenuivirus","Maize stripe tenuivirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Phenuiviridae","Tenuivirus","Rice stripe tenuivirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Phenuiviridae","Tenuivirus","Rice hoja blanca tenuivirus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Mayoviridae","Idaeovirus","Raspberry bushy dwarf virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Bymovirus","Barley yellow mosaic virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Bymovirus","Barley mild mosaic virus"
"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Sobemovirus","Lucerne transient streak virus"
"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Sobemovirus","Solanum nodiflorum mottle virus"
"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Sobemovirus","Subterranean clover mottle virus"
"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Sobemovirus","Velvet tobacco mottle virus"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Totiviridae","Leishmaniavirus","Leishmania RNA virus 1"
"Viruses","Kitrinoviricota","Alsuviricetes","Hepelivirales","Alphatetraviridae","Omegatetravirus","Nudaurelia capensis omega virus"
"Viruses","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae","Gammacarmovirus","Cowpea mottle virus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Dengue virus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Tospoviridae","Orthotospovirus","Groundnut ringspot orthotospovirus"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Iflaviridae","Iflavirus","Infectious flacherie virus"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Secoviridae","Sequivirus","Parsnip yellow fleck virus"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Secoviridae","Nepovirus","Raspberry ringspot virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Sweet potato feathery mottle virus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Tospoviridae","Orthotospovirus","Tomato chlorotic spot orthotospovirus"
"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Paraavulavirus","Avian paraavulavirus 4"
"Viruses","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae","Dianthovirus","Sweet clover necrotic mosaic virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Virgaviridae","Pecluvirus","Peanut clump virus"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Totiviridae","Totivirus","Ustilago maydis virus H1"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Totiviridae","Giardiavirus","Giardia lamblia virus"
"Viruses","Pisuviricota","Duplopiviricetes","Durnavirales","Partitiviridae","Deltapartitivirus","Beet cryptic virus 3"
"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Ephemerovirus","Adelaide River ephemerovirus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Cell fusing agent virus"
"Viruses","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae","Betacarmovirus","Cardamine chlorotic fleck virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Closteroviridae","Crinivirus","Lettuce infectious yellows virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Hepelivirales","Benyviridae","Benyvirus","Beet necrotic yellow vein virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Carlavirus","Blueberry scorch virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Passion fruit woodiness virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Sweet potato latent virus"
"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Sobemovirus","Rice yellow mottle virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Virgaviridae","Tobamovirus","Obuda pepper virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Virgaviridae","Tobravirus","Pepper ringspot virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Alphaflexiviridae","Allexivirus","Shallot virus X"
"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Lentivirus","Puma lentivirus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Lily mottle virus"
"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Barnaviridae","Barnavirus","Mushroom bacilliform virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Virgaviridae","Pecluvirus","Indian peanut clump virus"
"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Reoviridae","Orbivirus","Epizootic hemorrhagic disease virus"
"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Reoviridae","Fijivirus","Nilaparvata lugens reovirus"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Caliciviridae","Lagovirus","European brown hare syndrome virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Bromoviridae","Ilarvirus","Prune dwarf virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Peanut mottle virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Bromoviridae","Oleavirus","Olive latent virus 2"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Virgaviridae","Tobamovirus","Paprika mild mottle virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Tulip mosaic virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Bymovirus","Wheat spindle streak mosaic virus"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Secoviridae","Waikavirus","Rice tungro spherical virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Vitivirus","Grapevine virus A"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Vitivirus","Grapevine virus B"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Closteroviridae","Closterovirus","Beet yellow stunt virus"
"Viruses","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae","Alphacarmovirus","Pelargonium flower break virus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","Bunyamwera orthobunyavirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","California encephalitis orthobunyavirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","Anopheles A orthobunyavirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","Anopheles B orthobunyavirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","Bwamba orthobunyavirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","Nyando orthobunyavirus"
"Viruses","Cossaviricota","Quintoviricetes","Piccovirales","Parvoviridae","Brevihamaparvovirus","Dipteran brevihamaparvovirus 1"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Foveavirus","Apple stem pitting virus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","Jamestown Canyon orthobunyavirus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Tepovirus","Potato virus T"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Chikungunya virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Bromoviridae","Ilarvirus","Lilac ring mottle virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Bromoviridae","Ilarvirus","Citrus leaf rugose virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Bromoviridae","Ilarvirus","Citrus variegation virus"
"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Paramyxoviridae","Morbillivirus","Cetacean morbillivirus"
"Viruses","Kitrinoviricota","Alsuviricetes","Hepelivirales","Alphatetraviridae","Omegatetravirus","Helicoverpa armigera stunt virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Bromoviridae","Ilarvirus","Prunus necrotic ringspot virus"
"Viruses","Pisuviricota","Duplopiviricetes","Durnavirales","Partitiviridae","Betapartitivirus","Atkinsonella hypoxylon virus"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Secoviridae","Nepovirus","Blueberry leaf mottle virus"
"Viruses","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Lyssavirus","Duvenhage lyssavirus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Banzi virus"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Totiviridae","Leishmaniavirus","Leishmania RNA virus 2"
"Viruses","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae","Tombusvirus","Carnation Italian ringspot virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Bromoviridae","Ilarvirus","Asparagus virus 2"
"Viruses","Artverviricota","Revtraviricetes","Ortervirales","Retroviridae","Epsilonretrovirus","Walleye dermal sarcoma virus"
"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Reoviridae","Orbivirus","African horse sickness virus"
"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Reoviridae","Orbivirus","Changuinola virus"
"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Reoviridae","Orbivirus","Corriparta virus"
"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Reoviridae","Orbivirus","Epizootic hemorrhagic disease virus"
"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Reoviridae","Orbivirus","Lebombo virus"
"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Reoviridae","Orbivirus","Orungo virus"
"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Reoviridae","Orbivirus","Palyam virus"
"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Reoviridae","Orbivirus","Umatilla virus"
"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Reoviridae","Orbivirus","Wallal virus"
"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Reoviridae","Orbivirus","Warrego virus"
"Viruses","Pisuviricota","Duplopiviricetes","Durnavirales","Hypoviridae","Hypovirus","Cryphonectria hypovirus 1"
"Viruses","Pisuviricota","Duplopiviricetes","Durnavirales","Hypoviridae","Hypovirus","Cryphonectria hypovirus 2"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Potato virus V"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Tospoviridae","Orthotospovirus","Groundnut bud necrosis orthotospovirus"
"Viruses","Pisuviricota","Pisoniviricetes","Sobelivirales","Solemoviridae","Sobemovirus","Cocksfoot mottle virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Ipomovirus","Sweet potato mild mottle virus"
"Viruses","Duplornaviricota","Resentoviricetes","Reovirales","Reoviridae","Oryzavirus","Rice ragged stunt virus"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Totiviridae","Totivirus","Saccharomyces cerevisiae virus LBCLa"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Phenuiviridae","Tenuivirus","Echinochloa hoja blanca tenuivirus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Bromoviridae","Ilarvirus","Spinach latent virus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Arenaviridae","Mammarenavirus","Oliveros mammarenavirus"
"Viruses","Kitrinoviricota","Alsuviricetes","Tymovirales","Betaflexiviridae","Capillovirus","Cherry virus A"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Murray Valley encephalitis virus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Kokobera virus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Koutango virus"
"Viruses","Kitrinoviricota","Flasuviricetes","Amarillovirales","Flaviviridae","Flavivirus","Sepik virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Aura virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Sindbis virus"
"Viruses","Kitrinoviricota","Alsuviricetes","Martellivirales","Virgaviridae","Hordeivirus","Lychnis ringspot virus"
"Viruses","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae","Aureusvirus","Pothos latent virus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Arenaviridae","Mammarenavirus","Flexal mammarenavirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Arenaviridae","Mammarenavirus","Latino mammarenavirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Arenaviridae","Mammarenavirus","Tamiami mammarenavirus"
"Viruses","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae","Betanecrovirus","Leek white stripe virus"
"Viruses","Duplornaviricota","Chrymotiviricetes","Ghabrivirales","Totiviridae","Victorivirus","Helminthosporium victoriae virus 190S"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","Tahyna orthobunyavirus"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Peribunyaviridae","Orthobunyavirus","San Angelo orthobunyavirus"
"Viruses","Pisuviricota","Pisoniviricetes","Picornavirales","Secoviridae","Nepovirus","Artichoke Italian latent virus"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Macluravirus","Artichoke latent virus"
"Viruses","Pisuviricota","Duplopiviricetes","Durnavirales","Partitiviridae","Betapartitivirus","Rhizoctonia solani virus 717"
"Viruses","Pisuviricota","Stelpaviricetes","Patatavirales","Potyviridae","Potyvirus","Sweet potato virus G"
"Viruses","Negarnaviricota","Ellioviricetes","Bunyavirales","Arenaviridae","Mammarenavirus","Whitewater Arroyo mammarenavirus"
"Viruses","Kitrinoviricota","Tolucaviricetes","Tolivirales","Tombusviridae","Alphanecrovirus","Olive latent virus 1"
